structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
external capsule,0,0,0,0.321699,0.328815,0.650514,0,0
Nucleus of the brachium of the inferior colliculus,0,0,0,0.040158,0.038269,0.078427,0,0
Triangular nucleus of septum,0,0,0,0.191337,0.213354,0.404691,0,0
"Orbital area, medial part, layer 2/3",0,0,0,0.11159,0.085185,0.196775,0,0
Claustrum,0,0,0,0.188239,0.18814,0.376379,0,0
Nucleus of Darkschewitsch,0,0,0,0.04426,0.043335,0.087595,0,0
"Anterior cingulate area, ventral part, layer 1",0,0,0,0.188051,0.195526,0.383577,0,0
"Retrosplenial area, ventral part, layer 6a",0,0,0,0.311507,0.323141,0.634648,0,0
Central linear nucleus raphe,0,0,0,0.036464,0.036216,0.07268,0,0
"Primary visual area, layer 1",0,0,0,0.41114,0.450752,0.861892,0,0
fasciculus retroflexus,0,0,0,0.085567,0.089812,0.175379,0,0
"Taenia tecta, dorsal part",0,0,0,0.227791,0.249957,0.477748,0,0
"Ventral auditory area, layer 6b",0,0,0,0.015987,0.016223,0.03221,0,0
Central medial nucleus of the thalamus,0,0,0,0.171806,0.182579,0.354385,0,0
"Dorsal auditory area, layer 2/3",0,0,0,0.157395,0.162393,0.319788,0,0
"Anterolateral visual area, layer 6a",0,0,0,0.043216,0.042674,0.08589,0,0
fimbria,0,0,0,0.790939,0.838922,1.629861,0,0
Nucleus incertus,0,0,0,0.068003,0.066706,0.134709,0,0
"Orbital area, ventrolateral part, layer 6a",0,0,0,0.091361,0.079312,0.170673,0,0
"Retrosplenial area, dorsal part, layer 5",0,0,0,0.518265,0.562002,1.080267,0,0
habenular commissure,0,0,0,0.022056,0.022456,0.044512,0,0
Nucleus of the lateral lemniscus,0,0,0,0.272413,0.317036,0.589449,0,0
"Lateral visual area, layer 5",0,0,0,0.121152,0.115515,0.236667,0,0
Cuneiform nucleus,0,0,0,0.328284,0.311499,0.639783,0,0
"Orbital area, medial part, layer 5",0,0,0,0.170562,0.128557,0.299119,0,0
"Retrosplenial area, ventral part, layer 6b",0,0,0,0.023391,0.024276,0.047667,0,0
"Primary somatosensory area, upper limb, layer 5",0,0,0,0.381998,0.357416,0.739414,0,0
Nucleus of the optic tract,0,0,0,0.111556,0.120406,0.231962,0,0
Ventral anterior-lateral complex of the thalamus,0,0,0,0.476598,0.475879,0.952477,0,0
"Orbital area, lateral part, layer 5",0,0,0,0.41815,0.403104,0.821254,0,0
"Dentate gyrus, granule cell layer",0,0,0,0.768985,0.791697,1.560682,0,0
inferior colliculus commissure,0,0,0,0.007345,0.007083,0.014428,0,0
Nucleus of the posterior commissure,0,0,0,0.134946,0.131439,0.266385,0,0
"Gustatory areas, layer 6a",0,0,0,0.15372,0.15487,0.30859,0,0
"Cortical amygdalar area, anterior part",0,0,0,0.308522,0.341514,0.650036,0,0
Nucleus of the trapezoid body,0,0,0,0.086939,0.084295,0.171234,0,0
"Posterior auditory area, layer 2/3",0,0,0,0.067745,0.060134,0.127879,0,0
"Anterolateral visual area, layer 6b",0,0,0,0.008578,0.008381,0.016959,0,0
Nucleus of the solitary tract,0,0,0,0.710634,0.665685,1.376319,0,0
Abducens nucleus,0,0,0,0.022339,0.019531,0.04187,0,0
"Primary somatosensory area, nose, layer 4",0,0,0,0.193489,0.213236,0.406725,0,0
"Secondary motor area, layer 1",0,0,0,0.843556,0.886417,1.729973,0,0
"Primary somatosensory area, mouth, layer 2/3",0,0,0,0.748001,0.820641,1.568642,0,0
Facial motor nucleus,0,0,0,0.561221,0.525393,1.086614,0,0
"Gustatory areas, layer 6b",0,0,0,0.013113,0.012873,0.025986,0,0
"Cortical amygdalar area, posterior part, medial zone",0,0,0,0.50894,0.535056,1.043996,0,0
"lateral olfactory tract, body",0,0,0,0.706402,0.565806,1.272208,0,0
"Frontal pole, layer 2/3",0,0,0,0.057801,0.068452,0.126253,0,0
"Primary somatosensory area, trunk, layer 2/3",0,0,0,0.199076,0.193604,0.39268,0,0
"Retrosplenial area, lateral agranular part, layer 1",0,0,0,0.147965,0.201074,0.349039,0,0
mammillary peduncle,0,0,0,0.015525,0.014016,0.029541,0,0
"Agranular insular area, ventral part, layer 6a",0,0,0,0.062089,0.059996,0.122085,0,0
"Dorsal auditory area, layer 4",0,0,0,0.0594,0.057596,0.116996,0,0
Superior central nucleus raphe,0,0,0,0.339134,0.324214,0.663348,0,0
"Orbital area, ventrolateral part, layer 6b",0,0,0,0.003752,0.003462,0.007214,0,0
mammillotegmental tract,0,0,0,0.031202,0.031294,0.062496,0,0
Ventral medial nucleus of the thalamus,0,0,0,0.545483,0.517917,1.0634,0,0
"Retrosplenial area, ventral part, layer 5",0,0,0,0.701735,0.710172,1.411907,0,0
Ventrolateral preoptic nucleus,0,0,0,0.026749,0.025077,0.051826,0,0
mammilothalmic tract,0,0,0,0.073315,0.06684,0.140155,0,0
"Perirhinal area, layer 5",0,0,0,0.082412,0.077545,0.159957,0,0
"Posterior auditory area, layer 1",0,0,0,0.054866,0.053562,0.108428,0,0
"Agranular insular area, ventral part, layer 6b",0,0,0,0.000975,0.000928,0.001903,0,0
"Primary somatosensory area, nose, layer 5",0,0,0,0.208268,0.21245,0.420718,0,0
Cortical subplate,0,0,0,0.14888,0.169482,0.318362,0,0
"Agranular insular area, ventral part, layer 1",0,0,0,0.202991,0.15812,0.361111,0,0
Olivary pretectal nucleus,0,0,0,0.03142,0.032301,0.063721,0,0
"Infralimbic area, layer 1",0,0,0,0.045791,0.046266,0.092057,0,0
Cuneate nucleus,0,0,0,0.248692,0.250155,0.498847,0,0
Ventral posterolateral nucleus of the thalamus,0,0,0,0.425912,0.465388,0.8913,0,0
"Primary visual area, layer 4",0,0,0,0.407232,0.395342,0.802574,0,0
"Ventral posterolateral nucleus of the thalamus, parvicellular part",0,0,0,0.059301,0.057436,0.116737,0,0
"Entorhinal area, medial part, dorsal zone, layer 5",0,0,0,0.381648,0.375378,0.757026,0,0
arbor vitae,0,0,0,2.842654,2.871306,5.71396,0,0
"Temporal association areas, layer 6a",0,0,0,0.193042,0.192774,0.385816,0,0
"Medial mammillary nucleus, median part",0,0,0,0.037941,0.035833,0.073774,0,0
Ventral posteromedial nucleus of the thalamus,0,0,0,0.908622,0.989236,1.897858,0,0
"Primary auditory area, layer 1",0,0,0,0.189068,0.214024,0.403092,0,0
"Ventral posteromedial nucleus of the thalamus, parvicellular part",0,0,0,0.135333,0.131637,0.26697,0,0
"Entorhinal area, medial part, dorsal zone, layer 6",0,0,0,0.235425,0.240416,0.475841,0,0
cerebellar commissure,0,0,0,0.026679,0.026898,0.053577,0,0
"Posterolateral visual area, layer 1",0,0,0,0.075442,0.063285,0.138727,0,0
principal mammillary tract,0,0,0,0.016713,0.01612,0.032833,0,0
"Ventral auditory area, layer 2/3",0,0,0,0.195236,0.213283,0.408519,0,0
Ventral tegmental nucleus,0,0,0,0.021934,0.019187,0.041121,0,0
"Posterior auditory area, layer 4",0,0,0,0.032442,0.027817,0.060259,0,0
Vascular organ of the lamina terminalis,0,0,0,0.003497,0.003465,0.006962,0,0
Nucleus x,0,0,0,0.024943,0.027369,0.052312,0,0
"Secondary motor area, layer 5",0,0,0,1.775129,1.812407,3.587536,0,0
"Anterior cingulate area, ventral part, layer 5",0,0,0,0.454753,0.550441,1.005194,0,0
"Retrosplenial area, lateral agranular part, layer 5",0,0,0,0.356224,0.374241,0.730465,0,0
"Primary visual area, layer 5",0,0,0,0.642662,0.626866,1.269528,0,0
Posterior amygdalar nucleus,0,0,0,0.382894,0.39728,0.780174,0,0
Nucleus y,0,0,0,0.008496,0.009623,0.018119,0,0
"Agranular insular area, dorsal part, layer 6a",0,0,0,0.277008,0.257716,0.534724,0,0
corticospinal tract,0,0,0,0.04679,0.044453,0.091243,0,0
"Temporal association areas, layer 6b",0,0,0,0.032388,0.033106,0.065494,0,0
Piriform-amygdalar area,0,0,0,0.517088,0.482416,0.999504,0,0
"Posterior auditory area, layer 5",0,0,0,0.069939,0.063817,0.133756,0,0
spinal tract of the trigeminal nerve,0,0,0,0.540452,0.528532,1.068984,0,0
"Agranular insular area, ventral part, layer 5",0,0,0,0.308108,0.290861,0.598969,0,0
stria medullaris,0,0,0,0.140155,0.149628,0.289783,0,0
Pallidum,0,0,0,0.471311,0.495508,0.966819,0,0
Fields of Forel,0,0,0,0.144806,0.135745,0.280551,0,0
"posteromedial visual area, layer 1",0,0,0,0.007331,0.081139,0.08847,0,0
"Anterior cingulate area, ventral part, 6a",0,0,0,0.180131,0.204342,0.384473,0,0
"Inferior colliculus, central nucleus",0,0,0,0.63251,0.646934,1.279444,0,0
superior cerebellar peduncle decussation,0,0,0,0.021835,0.021781,0.043616,0,0
Dorsal peduncular area,0,0,0,0.164279,0.169552,0.333831,0,0
"Primary auditory area, layer 4",0,0,0,0.104366,0.097029,0.201395,0,0
"Anterior cingulate area, ventral part, 6b",0,0,0,0.031126,0.033637,0.064763,0,0
"Inferior colliculus, dorsal nucleus",0,0,0,0.684015,0.685131,1.369146,0,0
"Primary visual area, layer 2/3",0,0,0,0.746332,0.742329,1.488661,0,0
"Infralimbic area, layer 5",0,0,0,0.112741,0.107564,0.220305,0,0
"Inferior colliculus, external nucleus",0,0,0,0.840384,0.881302,1.721686,0,0
"Agranular insular area, dorsal part, layer 6b",0,0,0,0.016245,0.014901,0.031146,0,0
oculomotor nerve,0,0,0,0.003763,0.003674,0.007437,0,0
"Superior colliculus, zonal layer",0,0,0,0.136251,0.136938,0.273189,0,0
Ectorhinal area/Layer 1,0,0,0,0.143049,0.16363,0.306679,0,0
"Primary somatosensory area, nose, layer 2/3",0,0,0,0.235125,0.275905,0.51103,0,0
Dorsal motor nucleus of the vagus nerve,0,0,0,0.148431,0.140687,0.289118,0,0
trapezoid body,0,0,0,0.148043,0.134939,0.282982,0,0
"Superior colliculus, superficial gray layer",0,0,0,0.468713,0.464985,0.933698,0,0
"Primary motor area, Layer 6a",0,0,0,1.231712,1.085092,2.316804,0,0
Dentate nucleus,0,0,0,0.131548,0.143357,0.274905,0,0
"Primary auditory area, layer 5",0,0,0,0.279192,0.254517,0.533709,0,0
optic nerve,0,0,0,0.026644,0.027682,0.054326,0,0
"Visceral area, layer 6b",0,0,0,0.014657,0.017329,0.031986,0,0
uncinate fascicle,0,0,0,0.037432,0.038229,0.075661,0,0
"Superior colliculus, optic layer",0,0,0,0.279477,0.278356,0.557833,0,0
Parvicellular reticular nucleus,0,0,0,1.323994,1.27819,2.602184,0,0
"Primary somatosensory area, upper limb, layer 2/3",0,0,0,0.401156,0.386449,0.787605,0,0
"Visceral area, layer 6a",0,0,0,0.160508,0.184821,0.345329,0,0
Parasolitary nucleus,0,0,0,0.021682,0.019589,0.041271,0,0
"Supplemental somatosensory area, layer 6a",0,0,0,0.686145,0.734173,1.420318,0,0
ventral spinocerebellar tract,0,0,0,0.116874,0.108167,0.225041,0,0
"Posterolateral visual area, layer 4",0,0,0,0.013544,0.012888,0.026432,0,0
Dorsal nucleus raphe,0,0,0,0.064892,0.064306,0.129198,0,0
"Supplemental somatosensory area, layer 1",0,0,0,0.664726,0.810722,1.475448,0,0
Parabigeminal nucleus,0,0,0,0.020286,0.022988,0.043274,0,0
"Primary somatosensory area, mouth, layer 1",0,0,0,0.409937,0.421412,0.831349,0,0
Dorsal tegmental nucleus,0,0,0,0.055273,0.055026,0.110299,0,0
"Primary motor area, Layer 6b",0,0,0,0.07984,0.070111,0.149951,0,0
amygdalar capsule,0,0,0,0.048529,0.065021,0.11355,0,0
"Primary somatosensory area, nose, layer 6a",0,0,0,0.317337,0.293137,0.610474,0,0
"Supplemental somatosensory area, layer 6b",0,0,0,0.06862,0.069894,0.138514,0,0
"Visceral area, layer 1",0,0,0,0.19369,0.259054,0.452744,0,0
"anterior commissure, olfactory limb",0,0,0,0.281574,0.29065,0.572224,0,0
"Posterolateral visual area, layer 5",0,0,0,0.089346,0.088533,0.177879,0,0
External cuneate nucleus,0,0,0,0.108668,0.111317,0.219985,0,0
"Anterolateral visual area, layer 2/3",0,0,0,0.083332,0.082088,0.16542,0,0
"Retrosplenial area, lateral agranular part, layer 6a",0,0,0,0.208404,0.21703,0.425434,0,0
Paracentral nucleus,0,0,0,0.151433,0.14316,0.294593,0,0
"anterior commissure, temporal limb",0,0,0,0.094571,0.101924,0.196495,0,0
"Orbital area, medial part, layer 6a",0,0,0,0.070158,0.06115,0.131308,0,0
trochlear nerve,0,0,0,0.004515,0.004241,0.008756,0,0
Lingula (I),0,0,0,0.062283,0.062598,0.124881,0,0
Posterodorsal preoptic nucleus,0,0,0,0.006261,0.006572,0.012833,0,0
brachium of the superior colliculus,0,0,0,0.095017,0.100225,0.195242,0,0
"Anterior cingulate area, dorsal part, layer 6a",0,0,0,0.342242,0.371967,0.714209,0,0
cerebal peduncle,0,0,0,0.374107,0.361532,0.735639,0,0
"Anterior cingulate area, dorsal part, layer 6b",0,0,0,0.012637,0.01227,0.024907,0,0
"Primary somatosensory area, nose, layer 6b",0,0,0,0.02177,0.019646,0.041416,0,0
Parafascicular nucleus,0,0,0,0.283894,0.282158,0.566052,0,0
Pontine gray,0,0,0,0.491297,0.447283,0.93858,0,0
"Anterior cingulate area, dorsal part, layer 1",0,0,0,0.202416,0.209567,0.411983,0,0
Declive (VI),0,0,0,1.476075,1.536683,3.012758,0,0
"Nucleus ambiguus, dorsal division",0,0,0,0.011574,0.012038,0.023612,0,0
cingulum bundle,0,0,0,0.644046,0.637482,1.281528,0,0
"Primary motor area, Layer 2/3",0,0,0,1.683022,1.67146,3.354482,0,0
Folium-tuber vermis (VII),0,0,0,0.568822,0.597076,1.165898,0,0
"Primary somatosensory area, upper limb, layer 6a",0,0,0,0.486771,0.458083,0.944854,0,0
vomeronasal nerve,0,0,0,0.006866,0.004735,0.011601,0,0
Pyramus (VIII),0,0,0,0.756426,0.752074,1.5085,0,0
"Endopiriform nucleus, dorsal part",0,0,0,0.652431,0.75252,1.404951,0,0
"Primary auditory area, layer 6a",0,0,0,0.103346,0.095583,0.198929,0,0
"Lateral reticular nucleus, magnocellular part",0,0,0,0.395587,0.410845,0.806432,0,0
"corpus callosum, anterior forceps",0,0,0,0.350065,0.321229,0.671294,0,0
Uvula (IX),0,0,0,1.312292,1.338819,2.651111,0,0
"Ventral auditory area, layer 1",0,0,0,0.141267,0.168667,0.309934,0,0
"Secondary motor area, layer 2/3",0,0,0,1.420888,1.511642,2.93253,0,0
"Lateral reticular nucleus, parvicellular part",0,0,0,0.023657,0.025118,0.048775,0,0
"corpus callosum, extreme capsule",0,0,0,0.029523,0.038325,0.067848,0,0
"Retrosplenial area, lateral agranular part, layer 2/3",0,0,0,0.282804,0.312596,0.5954,0,0
"Endopiriform nucleus, ventral part",0,0,0,0.379075,0.442235,0.82131,0,0
"Orbital area, ventrolateral part, layer 1",0,0,0,0.128308,0.099861,0.228169,0,0
"corpus callosum, posterior forceps",0,0,0,0.602985,0.592813,1.195798,0,0
"Lateral visual area, layer 2/3",0,0,0,0.122593,0.114069,0.236662,0,0
"Primary somatosensory area, mouth, layer 5",0,0,0,0.464039,0.464862,0.928901,0,0
Edinger-Westphal nucleus,0,0,0,0.012128,0.012165,0.024293,0,0
Lobule II,0,0,0,0.676736,0.709882,1.386618,0,0
Ectorhinal area/Layer 6a,0,0,0,0.148447,0.153236,0.301683,0,0
"Paragigantocellular reticular nucleus, lateral part",0,0,0,0.532541,0.510235,1.042776,0,0
Dorsal premammillary nucleus,0,0,0,0.073085,0.067483,0.140568,0,0
"Primary somatosensory area, barrel field, layer 1",0,0,0,0.348378,0.379532,0.72791,0,0
Fasciola cinerea,0,0,0,0.029522,0.029371,0.058893,0,0
Lobule III,0,0,0,1.250943,1.202777,2.45372,0,0
"corpus callosum, splenium",0,0,0,0.334233,0.340202,0.674435,0,0
Ectorhinal area/Layer 5,0,0,0,0.243726,0.232575,0.476301,0,0
Fastigial nucleus,0,0,0,0.253019,0.263412,0.516431,0,0
Fundus of striatum,0,0,0,0.193006,0.205262,0.398268,0,0
Ventral premammillary nucleus,0,0,0,0.102506,0.095435,0.197941,0,0
"Primary auditory area, layer 6b",0,0,0,0.018673,0.017531,0.036204,0,0
"Primary somatosensory area, trunk, layer 1",0,0,0,0.096138,0.092348,0.188486,0,0
Simple lobule,0,0,0,2.492928,2.440389,4.933317,0,0
fiber tracts,0,0,0,0.690325,0.719464,1.409789,0,0
"Anterior cingulate area, dorsal part, layer 5",0,0,0,0.497372,0.586613,1.083985,0,0
Posterior complex of the thalamus,0,0,0,0.794941,0.823084,1.618025,0,0
"Secondary motor area, layer 6a",0,0,0,1.052971,0.972845,2.025816,0,0
"Globus pallidus, external segment",0,0,0,0.604619,0.638119,1.242738,0,0
Paramedian lobule,0,0,0,1.810738,1.748005,3.558743,0,0
"Primary somatosensory area, upper limb, layer 6b",0,0,0,0.038043,0.036496,0.074539,0,0
Posterior limiting nucleus of the thalamus,0,0,0,0.110804,0.1142,0.225004,0,0
"Primary somatosensory area, lower limb, layer 1",0,0,0,0.138428,0.131801,0.270229,0,0
"Globus pallidus, internal segment",0,0,0,0.168568,0.177207,0.345775,0,0
Copula pyramidis,0,0,0,1.028725,0.919597,1.948322,0,0
Postsubiculum,0,0,0,0.453892,0.461649,0.915541,0,0
"Primary somatosensory area, barrel field, layer 6a",0,0,0,0.595268,0.572169,1.167437,0,0
Gracile nucleus,0,0,0,0.055711,0.05461,0.110321,0,0
Paraflocculus,0,0,0,0.998847,1.20108,2.199927,0,0
Peripeduncular nucleus,0,0,0,0.028248,0.02497,0.053218,0,0
Ectorhinal area/Layer 6b,0,0,0,0.023023,0.023824,0.046847,0,0
"Anteromedial visual area, layer 6a",0,0,0,0.079666,0.076271,0.155937,0,0
"Primary somatosensory area, barrel field, layer 4",0,0,0,0.550363,0.561178,1.111541,0,0
direct tectospinal pathway,0,0,0,4.00E-06,2.00E-06,6.00E-06,0,0
"Infralimbic area, layer 6a",0,0,0,0.076859,0.070917,0.147776,0,0
Crus 1,0,0,0,2.268543,2.228357,4.4969,0,0
doral tegmental decussation,0,0,0,0.003081,0.003059,0.00614,0,0
Posterior pretectal nucleus,0,0,0,0.082757,0.087181,0.169938,0,0
"Primary somatosensory area, barrel field, layer 6b",0,0,0,0.064887,0.062254,0.127141,0,0
Crus 2,0,0,0,1.930417,2.285102,4.215519,0,0
"Anteromedial visual area, layer 2/3",0,0,0,0.10767,0.102796,0.210466,0,0
Parapyramidal nucleus,0,0,0,0.044896,0.010693,0.055589,0,0
"Primary somatosensory area, barrel field, layer 5",0,0,0,0.542483,0.540039,1.082522,0,0
"Medial geniculate complex, dorsal part",0,0,0,0.080668,0.082268,0.162936,0,0
"Anterolateral visual area, layer 1",0,0,0,0.051344,0.050645,0.101989,0,0
Perireunensis nucleus,0,0,0,0.102763,0.095662,0.198425,0,0
"Medial geniculate complex, ventral part",0,0,0,0.135983,0.139216,0.275199,0,0
"Infralimbic area, layer 6b",0,0,0,0.004441,0.004136,0.008577,0,0
Presubiculum,0,0,0,0.368247,0.408276,0.776523,0,0
"Secondary motor area, layer 6b",0,0,0,0.033665,0.029533,0.063198,0,0
"Primary somatosensory area, trunk, layer 4",0,0,0,0.070532,0.069527,0.140059,0,0
"Medial geniculate complex, medial part",0,0,0,0.13473,0.139609,0.274339,0,0
Hippocampal formation,0,0,0,0.157527,0.16708,0.324607,0,0
Lobules IV-V,0,0,0,2.91065,2.902062,5.812712,0,0
external medullary lamina of the thalamus,0,0,0,0.050305,0.054653,0.104958,0,0
"Primary somatosensory area, lower limb, layer 4",0,0,0,0.144216,0.133783,0.277999,0,0
"Anteromedial nucleus, dorsal part",0,0,0,0.134753,0.12549,0.260243,0,0
"Primary somatosensory area, mouth, layer 6a",0,0,0,0.605752,0.561523,1.167275,0,0
"Anteromedial nucleus, ventral part",0,0,0,0.082602,0.078704,0.161306,0,0
Intercalated amygdalar nucleus,0,0,0,0.067383,0.079939,0.147322,0,0
genu of corpus callosum,0,0,0,0.362747,0.344649,0.707396,0,0
Parastrial nucleus,0,0,0,0.041427,0.042805,0.084232,0,0
"Primary somatosensory area, trunk, layer 5",0,0,0,0.167552,0.170441,0.337993,0,0
Interanterodorsal nucleus of the thalamus,0,0,0,0.061766,0.060437,0.122203,0,0
"Anterolateral visual area, layer 4",0,0,0,0.042308,0.041231,0.083539,0,0
genu of the facial nerve,0,0,0,0.017172,0.015846,0.033018,0,0
Interanteromedial nucleus of the thalamus,0,0,0,0.028319,0.029793,0.058112,0,0
"Orbital area, ventrolateral part, layer 5",0,0,0,0.217592,0.178886,0.396478,0,0
"Primary somatosensory area, lower limb, layer 5",0,0,0,0.306003,0.287982,0.593985,0,0
"Nucleus of the lateral olfactory tract, layer 3",0,0,0,0.024113,0.027243,0.051356,0,0
Median eminence,0,0,0,0.058593,0.054772,0.113365,0,0
"Dentate gyrus, molecular layer",0,0,0,2.028801,2.083914,4.112715,0,0
"Dentate gyrus, polymorph layer",0,0,0,0.317442,0.326277,0.643719,0,0
"Primary somatosensory area, unassigned, layer 1",0,0,0,0.066968,0.068129,0.135097,0,0
"Primary somatosensory area, unassigned, layer 2/3",0,0,0,0.137251,0.135607,0.272858,0,0
"Primary somatosensory area, unassigned, layer 4",0,0,0,0.082432,0.079605,0.162037,0,0
"Primary somatosensory area, unassigned, layer 5",0,0,0,0.121563,0.115959,0.237522,0,0
"Primary somatosensory area, unassigned, layer 6a",0,0,0,0.146044,0.139267,0.285311,0,0
"Primary somatosensory area, unassigned, layer 6b",0,0,0,0.012231,0.011808,0.024039,0,0
"Anterior area, layer 1",0,0,0,0.107724,0.106396,0.21412,0,0
"Anterior area, layer 2/3",0,0,0,0.192283,0.19195,0.384233,0,0
"Anterior area, layer 4",0,0,0,0.069164,0.069425,0.138589,0,0
"Anterior area, layer 5",0,0,0,0.167214,0.170202,0.337416,0,0
"Anterior area, layer 6a",0,0,0,0.108056,0.11177,0.219826,0,0
"Anterior area, layer 6b",0,0,0,0.019353,0.020048,0.039401,0,0
"Laterointermediate area, layer 1",0,0,0,0.035814,0.031281,0.067095,0,0
"Laterointermediate area, layer 2/3",0,0,0,0.052028,0.044548,0.096576,0,0
"Laterointermediate area, layer 4",0,0,0,0.023622,0.020431,0.044053,0,0
"Laterointermediate area, layer 5",0,0,0,0.057169,0.051386,0.108555,0,0
"Laterointermediate area, layer 6a",0,0,0,0.029673,0.028545,0.058218,0,0
"Laterointermediate area, layer 6b",0,0,0,0.006134,0.006163,0.012297,0,0
"Rostrolateral area, layer 1",0,0,0,0.067779,0.067158,0.134937,0,0
"Rostrolateral area, layer 2/3",0,0,0,0.108657,0.107335,0.215992,0,0
"Rostrolateral area, layer 4",0,0,0,0.057376,0.056792,0.114168,0,0
"Rostrolateral area, layer 5",0,0,0,0.0959,0.095497,0.191397,0,0
"Rostrolateral area, layer 6a",0,0,0,0.059656,0.059533,0.119189,0,0
"Rostrolateral area, layer 6b",0,0,0,0.011321,0.011292,0.022613,0,0
"Postrhinal area, layer 1",0,0,0,0.139397,0.124303,0.2637,0,0
"Postrhinal area, layer 2/3",0,0,0,0.202183,0.159291,0.361474,0,0
"Postrhinal area, layer 4",0,0,0,0.028248,0.021221,0.049469,0,0
"Postrhinal area, layer 5",0,0,0,0.164535,0.128385,0.29292,0,0
"Postrhinal area, layer 6a",0,0,0,0.06477,0.057469,0.122239,0,0
"Postrhinal area, layer 6b",0,0,0,0.011327,0.010757,0.022084,0,0
Prosubiculum,0,0,0,0.548395,0.579134,1.127529,0,0
Area prostriata,0,0,0,0.114287,0.126091,0.240378,0,0
supra-callosal cerebral white matter,0,0,0,0.470632,0.440893,0.911525,0,0
"corpus callosum, body",0,0,0,1.435647,1.427533,2.86318,0,0
optic radiation,0,0,0,0.764804,0.755419,1.520223,0,0
auditory radiation,0,0,0,0.170741,0.192819,0.36356,0,0
commissural branch of stria terminalis,0,0,0,0.013218,0.015027,0.028245,0,0
"Dorsal part of the lateral geniculate complex, shell",0,0,0,0.10045,0.108634,0.209084,0,0
"Dorsal part of the lateral geniculate complex, core",0,0,0,0.212967,0.244256,0.457223,0,0
"Dorsal part of the lateral geniculate complex, ipsilateral zone",0,0,0,0.0509,0.057502,0.108402,0,0
"Frontal pole, layer 5",0,0,0,0.108522,0.10769,0.216212,0,0
"Frontal pole, layer 6a",0,0,0,0.042198,0.036928,0.079126,0,0
"Frontal pole, layer 6b",0,0,0,0.000378,0.00033,0.000708,0,0
"Orbital area, medial part, layer 6b",0,0,0,0.001437,0.001363,0.0028,0,0
Peritrigeminal zone,0,0,0,0.204632,0.206367,0.410999,0,0
Accessory trigeminal nucleus,0,0,0,0.009952,0.009685,0.019637,0,0
Intertrigeminal nucleus,0,0,0,0.015175,0.017517,0.032692,0,0
